,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
905,906,"Doa, Zikir, Wirid dan Pengobatan Islami",9786025638725,Ipnu R Noegroho,Mueeza,Oktober - 2018,Islam,"DOAPerintah untuk BerdoaKeutamaan DoaWaktu, dan KeadaanDikabulkannya DoaAdab-adab Dalam BerdoaMengapa Doamu belum dikabulkan?Macam-Macam DoaZIKIRPerintah untuk Berzikir kepada AllahKeutamaan BerzikirSAKIT DALAM PANDANGAN ISLAMHikmah Sakit di dalam IslamNasihat untuk Orang SakitPENGOBATAN SYAR'lMengenal Jenis-Jenis Obat Islami(Sesuai Hadis Rasulullah Shalallahu'Alaihi Wassalam)Pengobatan dari SihirPengobatan dari penyakit 'AinPengobatan dari Jin Ummu SibyanRUQ.YAHCiri-Ciri Orang yang Kesurupan(Terkena Gangguan Jin)Ruqyah MandiriManfaat RuqyahMetode RuqyahRuqyah yang Salah",https://www.bukukita.com/babacms/displaybuku/109661.jpg,https://www.bukukita.com/babacms/displaybuku/109661_f.jpg
906,907,26 Desain Fasad Rumah Tingkat Minimalis di Lahan Lebar 8-10 M,9789796611607,"Tesar Adityawan, dkk.",Griya Kreasi,Desember - 2011,Arsitektur & Desain Interior,"Lahan lebar 8-10 meter banyak dimiliki masyarakat perkotaan dewasa ini. DI lahan ini agak sulit dirancang untuk sebuah hunian yang nyaman dan sehat. Namun, karena ingin memenuhi kebutuhan akan tempat tinggal, berbagai cara pun dilakukan pemiliknya. Salah satunya dengan membuat rumah bertingkat,. Walaupun sempit, dengan aplikasi gaya minimalis dapat dibangun hunian bertingkat yang nyaman dans sehat. Sebanyak 26 desain fasad rumah tingkat minimalis di lahan lebar 8-10 meter dihadirkan di buku ini sebagai inspirasi bagi Anda yang kesulitan merancang rumah.",https://www.bukukita.com/babacms/displaybuku/48915.jpg,https://www.bukukita.com/babacms/displaybuku/48915_f.jpg
907,908,SD/Mi Kl 4-6 Kamus Super Lengkap Ipa,9786027618909,Puji Utami,Kurniaesa,November - 2014,Sekolah Dasar,"Belajar ilmu Pengetahuan Alam (IPA) akan lebih mudah dan menyenangkan ketika kamu membaca dan mempelajari buku ini, Kamus Super Lengkap IPA untuk SD/Mi.Kamus ini membahas secara lengkap mata pelajaran IPA untuk tingkat SD/Mi, mulai dari ekosistem alam, manusia dan alat inderanya, kehidupan hewan dan tumbuhan, bumi, langit, dan matahari..Buku ini juga dilengkapi berbagai soal-soal IPA yang dapat dijadikan sumber latihan siswa untuk menghadapi ujian mata pelajaran IPA di sekolah..Mari lebih dekat mengenal alam lewat Kamus Super Lengkap IPA.",https://www.bukukita.com/babacms/displaybuku/80513.jpg,https://www.bukukita.com/babacms/displaybuku/80513_f.jpg
908,909,The Money Dragon - Sang Naga Pendulang Uang,9789791122115,Pam Chun,Onread Books,September - 2008,Memoar,"  Perjalanan Hidup Seorang Pengungsi China yang Penuh Dengan Kegetiran, Perjuangan, Kekuasaan, Pengkhianatan Dan Kejayaan Hingga  Membuatnya Jadi Seorang Taipan Sukses Di Amerika     Bangkit dari masa muda yang sederhana sebagai seorang pengemis, Lau Ah Leong datang ke Hawai untuk mencari kekayaan dan kesuksesan. Hasratnya mencari kekayaan sama besar dengan nafsunya mencari wanita. Dia membangun kerajaan uangnya bersamaan dengan menikahi banyak wanita untuk dijadikan istri-istrinya. Namun ketika istri putra  pertamanya, Phoenix yang cantik dan keras kepala tiba di Honolulu, kehidupan yang Ah Leong  bangun dengan susah payah perlahan-lahan hancur berantakan. Dan tatkala masalah menerpa keluarga, Phoenix belajar untuk menyimpan rahasia dan berjuang untuk membangun tempat bagi dirinya dan orang-orang yang dicintainya di dunia yang baru itu.    ***    ""Novel yang Cepat dan Benar-benar Bikin Ketagihan.""    Kirkus Reviews",https://www.bukukita.com/babacms/displaybuku/11165.jpg,https://www.bukukita.com/babacms/displaybuku/11165_f.jpg
909,910,You Win In The Locker Room First - 7C Untuk Membangun Tim Pemenang,9786020956510,Mike Smith & Jon Gordon,MIC,Mei - 2017,Motivasi,"Ketua pelatih NFL, Mike Smith, membuat perubahan paling luar biasa dalam sejarah NFL. Di musim ia bergabung di the Atlanta Falcons pada 2008, tim itu hanya meraih 4 kali kemenangan dan 12 kekalahan. Di bawah kepemimpinan Smith, Falcon meraih prestasi 11-5 di musim pertama.You Win in the Locker Room First mengisahkan pengalaman hebat Pelatih Mike Smith dan Jon Gordon, untuk menjelajah tujuh prinsip kuat yang bisa diterapkan sekolah, organisasi, atau tim olahraga mana pun. Berbekal 7C dan lainnya, prinsip yang teruji di bidang olahraga ini bisa berhasil pula diterapkan dalam kehidupan pribadi maupun profesional Anda.Penulis meringkas strategi membangun organisasi, serta menyediakan kerangka praktis yang dibutuhkan untuk menciptakan budaya hebat, memimpin dengan pola pikir yang tepat, menciptakan hubungan yang kuat, dan melejitkan kerja sama tim. Semua ini tak hanya untuk meningkatkan tim. tetapi juga untuk meningkatkan kemampuan pemimpin dan mengembangkan organisasi. Pelajari dan bangunlah tim pemenang Anda.",https://www.bukukita.com/babacms/displaybuku/100074.jpg,https://www.bukukita.com/babacms/displaybuku/100074_f.jpg
910,911,Broken Paradise : Surga Yang Hancur,979,Cecilia Samartin,Onread Books,September - 2008,Sejarah Fiksi,"Sebuah cerita yang kaya warna oleh seniman fiksi yang brillian. Begitu sensual sekaligus membuat bergidik.   ~ Janet Fitch, penulis buku bestseller White Oleander    Sebuah cerita nostalgia yang meresap begitu lembut ke dalam ingatan. Membawa kita ke dunia rasa, warna-warna yang tak terlupakan dan pemandangan Kuba. Sebuah panggung bagi mereka yang hidup jauh dari tanah kelahirannya.   ~ Javier Sierra, penulis buku New York Times bestseller, The Secret Supper     Sebuah gambaran yang sangat indah dari cerita cinta di mana bumi, laut dan langit memainkan peran utama. Broken Paradise bercerita tentang dongeng epik dari sebuah keluarga Kuba yang terpisah oleh revolusi dan pengungsian. Dapat dikatakan sebagai karya tulis yang berani dan pernyataan sejarah yang begitu hidup. Meremas, pedih dan terang. Sebuah meditasi yang kompleks dari hati manusia dan kuatnya penebusan cinta.   ~ Carlos Eire, penulis Waiting for Snow in Havana, pemenang National Book Award.    Cecilia Samartin menghantarkan sebuah novel yang kaya hasrat, kesedihan dan cinta. Broken Paradise mampu menangkap corak dan irama dari Kuba, tanah kelahiranku dengan musiknya sendiri. Prosa-prosa cerdas yang membuatku tetap bertahan hingga halaman terakhir.   ~ Victor Rivas Rivers, aktor dan penulis A Private Family Matter",https://www.bukukita.com/babacms/displaybuku/11167.jpg,https://www.bukukita.com/babacms/displaybuku/11167_f.jpg
911,912,"Lancar Kuasai 16 Tenses (Untuk Pelajar, Mahasiswa, Umum)",9786025907470,Mrs. Lia Sholicha Amien,Pusat Kajian Bahasa,Oktober - 2018,Belajar Bahasa,"Dalam buku ini tenses di kelompokkan menjadi 12 kelompok yaitu: Simple Past Past Continuous Past Perfect Past Perfect Continuous Simple Present Present Continuous Present Perfect Present Perfect Continuous Simple Future Furute Continuous Future Perfect Future Perfect ContinuousKeunggulan dari buku ini adalah :1. Dalam buku ini tenses di kelompokkan menjadi 12 dengan penjelasan yang di bagi menjadi tiga yaitu penjelasan dasar, penjelasan lebih dan penjelasan ekstra (penjelasan yang umum dipakai dalam bahasa Inggris tapi tidak banyak kita dapatkan di sekolah maupun di bangku kuliah.2. Terdapat penjelasan secara detail tiap kelompok tensesnya, sehingga tidak membingungkan pembaca dalam proses belajarnya.3. Merupakan pilihan tepat bagi pembaca dalam mendalami tenses bahasa Inggris.",https://www.bukukita.com/babacms/displaybuku/109657.jpg,https://www.bukukita.com/babacms/displaybuku/109657_f.jpg
912,913,"Panduan Doa, Shalat dan Juz Amma",9786025638657,Ust. Agus Sumardiyono,Play Round,Oktober - 2018,Islam,"Buku ini penting bagi anak-anak yang ingin belajar tentang berwudu, shalat dan doa-doa sehari-hari. Buku ini dilengkapi dengan gambar ilustrasi yang cocok untuk anak-anak sehingga mereka lebih mempunyai gambaran bagaimana melakukan gerakan wudu dan shalat dengan benar.Selain mengenai tata cara wudu dan shalat, buku ini juga dilengkapi dengan amalan doa-doa yang dapat diamalkan dalam kehidupan anak-anak sehari-hari. Tidak lupa, buku ini dilengkapi dengan Juz Amma yang merupakan penggalan Al Quran yang berisi surat-surat pendek Juz 30 Al Quran. Adanya bab Juz Amma di buku ini agar anak-anak dapat menambah bacaan dalam shalat mereka.",https://www.bukukita.com/babacms/displaybuku/109655.jpg,https://www.bukukita.com/babacms/displaybuku/109655_f.jpg
913,914,A Chapter of Kindness,9786028482370,Tim Redaksi,MIC,Desember - 2011,Drama,"  Tanpa sengaja Alana mendengar bahwa Dave, adiknya, sakit keras. Kata ayahnya, hanya keajaiban yang bisa menyembuhkannya. Tanpa setitik pun keraguan, ia mengumpulkan semua uang yang dimilikinya, bertekad untuk mencari dan membeli keajaiban itu.Di sisi dunia yang berbeda, Laura harus menyajikan es krim dan melayani para pelanggan di tengah panasnya siang yang membuat gerah. Namun di bawah derasnya hujan yang menghujan Bogota, Kolombia, Tiago dengan setia membujuk orang yang lalu lalang untuk membeli korek apinya.Semntera itu, Fabio Josquin, gembong mafia terbesar dan terkejam di New Orleans, tengah menanti eksekusi matinya. Ia pun menyampaikan permintaan terakhir...Di tengah situasi semacam itu, masih adakah kebaikan hati dan harapan?",https://www.bukukita.com/babacms/displaybuku/49232.jpg,https://www.bukukita.com/babacms/displaybuku/49232_f.jpg
914,915,Pasti Dapat Nilai 100 Disemua Ulangan Ulangan dan Ujian Bahasa Inggris Kelas 6,9786029380972,Alwia Nur Aulia,Oz Direction,Januari - 2014,Pelajaran Sekolah,"Kesulitan siswa siswi di kelas pada umumnya adalah di mata pelajaran Bahasa Inggris. Hal ini biasanya dikarenakan kurangnya latihan dan pengucapan bahasa yang masih terdengar asing bagi mereka. Padahal pelajaran Bahasa Inggris termasuk pelajaran yang penting untuk dikuasai. Bukan hanya di tingkat SB saja. namun sampai ke jenjang berikutnya pun. Bahasa Inggris selalu menjadi pelajaran terpenting untuk dikuasai.Karena atasan itulah penyusunan buku ini dibuat dengan Metode Terpadu yang pastinya tidak akan membuat siswa siswi bosan. Secara bertahap, mereka akan diperkenalkan kurikulum Bahasa Inggris di kelas mereka dengan sistem metode belajar dan bermain. Bengan harapan anak-anak akan mudah menyerap setiap pembelajaran dan tenang pada saat menghadapi soal-soal dalam berbagai tes di kelas mereka dan untuk mendapatkan nilai 100 tentunya.",https://www.bukukita.com/babacms/displaybuku/71915.jpg,https://www.bukukita.com/babacms/displaybuku/71915_f.jpg
915,916,Pemimpin Unik: Yunus Damu Tarapraing (In Memoriam),9789790013797,Ayub Bansole,Metanoia,Agustus - 2016,Kristen,"""Yunus adalah salah satu teman terbaik. Ia adalah sahabat dan saudara yang luar biasa baiknya.""~Kris Fangidae~Selamat jalan sahabatku Yunus Tarapraing. Tuhan menyambut kamu di surga. Yunus telah mengakhiri pertandingan dengan baik.~Jonson Wellem Laulaka~Komentar-komentar di atas adalah sebagian dari banyaknya ucapan, ungkapan dan kesan-kesan dari mereka yang telah merasakan dampak dari kehidupan Yunus Damu Tarapraing. Seorang suami, ayah, sahabat, bapa rohani yang telah meninggalkan nilai-nilai rohani, semangat dan kenangan bagi orang-orang di sekelilingnya, seiring kepulangannya ke rumah Bapa di Sorga. Benarlah kata pepatah, kalau orang baik mati meninggalkan nama baik, maka sudah seharusnya orang benar mati meninggalkan warisan rohani yang dapat dibaca dan dipelajari oleh generasi selanjutnya. Maukah hidup kita berdampak sedemikian besar seperti seorang Yunus? Mari kita belajar dari prinsip dan nilai-nilai yang ada di dalam buku ini.",https://www.bukukita.com/babacms/displaybuku/95666.jpg,https://www.bukukita.com/babacms/displaybuku/95666_f.jpg
916,917,Umeir bin Wahab : Pahlawan di kala,978,A. Setiawan,Titian Ilmu,2007,Islam,"Umeir tadinya adalah seorang panglima perang kafir Quraisy yang ahli strategi dan kerapkali bertugas memata-matai gerak gerik musuh. Ia pun tajam dan teliti dalam menghitung kekuatan lawan. Tapi, berkat pendekatan kepada Rasulullah untuk membebaskan anaknya dari tawanan kaum Muslimin, Umeir justru tertarik masuk Islam. Buku yang disusun ini menggambarkan bagaimana ketika ia menjadi tokoh panglima perang bangsa Quraisy yang kemudian masuk Islam dan sempat terlibat dalam Perang Badar, kepergiannya ke Mekah untuk menuntut ilmu, persahabatan dengan Shafwan bin Umaiyah yang kafir sampai Shafwan masuk Islam.",https://www.bukukita.com/babacms/displaybuku/59124.jpg,https://www.bukukita.com/babacms/displaybuku/59124_f.jpg
917,918,Vampire Redemption,9786021401620,Ayaleka Genoviera,Diandra Primamitra,November - 2013,Fantasi,"Pertemuan Panut William dengan Nyi Blorong telah mengubah hidupnya. Dia yang awalnya anak tukang ojek miskin, kini berubah jadi orang paling kaya sedesanya.Tapi masalah mulai muncul ketika keluarga gebetanya, Rosa Maemunah, berbalik jadi miskin. Masalah jadi lebih runyam lagi ketika emak tirinya yang dia jadikan tumbal malah kembali dalam wujud drakula, Akibatnya, Panut harus berurusan dengan dunia dedemit sepenuhnya, termasuk harus menghadapi ribuan kelelawar yang menyerbu desanya. Ternyata Vampire dan kerajaan bisnisnya ada di belakang ini semua.",https://www.bukukita.com/babacms/displaybuku/70091.jpg,https://www.bukukita.com/babacms/displaybuku/70091_f.jpg
918,919,Surau Terakhir,9786021667149,Rindu,Bypass dan ACT,Januari - 2016,Islam,"Betul bahwa hidup tak selalu indah. Betul bahwa hidup tak selalu menyuguhkan semua yang kita inginkan. Betul bahwa semua yang kita inginkan tak semua bisa kita miliki. Betul bahwa kadang hidup ini terasa lebih pahit dari pare rebus dan lalapan daun pepaya. Dan inilah yang dialami oleh saudara-saudara kita di Banjarnegara. Ketika di ujung malam12 Desember 2014bukit Telaga Lele luruh dan menindih perkampungan. Manusia-manusia terseret tanah longsor puluhan meter, jeritan tak ada artinya lagi, dan lumpur menjadi pembungkus tubuh, seperti tepung membungkus tempe. Musibah tanah longsor ini adalah ujian dari Allah SWT. Dan semua orang beriman yang berhasil melewati ujian ini akan meningkat derajat keimanannya.Buku Surau Terakhir merupakan pengingat bahwa akhir dari perjalanan hidup kita akan berakhir di surau sebagai tempat tetangga menyembahyangkan kita, sebagai rumah duka, sebagai titian kematian.Surau Terakhir karya Rindu (penulis buku Perempuan Pencari Tuhan).",https://www.bukukita.com/babacms/displaybuku/90035.jpg,https://www.bukukita.com/babacms/displaybuku/90035_f.jpg
919,920,Budiman Anak yang Jujur,9789790272125,A. Setiawan,Titian Ilmu,2010,Anak-Anak,"Hikmah Menakjubkan di Balik Sebuah CeritaMembaca melupakan salah satu cara untuk mengasah kemampuan dalam menyerap informasi dan pengetahuan. Apalagi membaca buku bergenre cerita dapat menghadirkan dunia imajinasi, petualangan, dan hiburan yang begitu mengagumkan bagi setiap pembacanya. Berbagai cerita yang penuh akan nilai-nilai keteladanan ini diambill dari berbagai macam pengalaman hidup yang dapat dipetik hikmahnya dalam kehidupan sehari-hari. Selain itu, buku-buku seri cerita ini tentunya dikemas dengan alur cerita yang mengesankan, bahas ayang mudah dimengerti, dan kalimat yang lugas. Hal ini menjadikan buku seri cerita ini sebagai bahan bacaan yang menyenangkan serta koleksi buku yang perlu Anda miliki.",https://www.bukukita.com/babacms/displaybuku/58969.jpg,https://www.bukukita.com/babacms/displaybuku/58969_f.jpg
920,921,Samurai Pengasih,9786026117335,Brian Klemmer,Alvabet,Januari - 2018,Pengembangan Diri,"Samurai Pengasih adalah individu yang tegas, terhormat, dan efektif. la membuat perubahan bagi orang lain juga dirinya sendiri.Ada dua jenis manusia. Pertama, mereka yang baik dan penuh perhatian tapi tak mampu mewujudkan apa pun.Kedua, mereka yang dapat mewujudkan segala sesuatu merekalah sang kreator, penggagas, dan pembangun yang agresif di masyarakat. Namun mereka acapkali egosentris, tamak, dan tak berperasaan.Samurai Pengasih adalah perpaduan kedua jenis manusia tersebut.Dialah sosok individu yang tegas, efektif, sekaligus terhormat dan baik budi. Bukankah menyenangkan bila Anda dapat mewujudkan hal-hal besar dengan cara yang mulia tanpa kehilangan integritas Anda?Buku ini menyuguhkan berbagai cara jitu untuk menghasilkan hal-hal luar biasa dalam hidup. Di dalamnya Anda akan menemukan:+ Bagaimana agar dapat selalu bersemangat dalam situasi apa pun.+ Mengapa hanya sedikit yang mempunyai kebebasan, padahal semua orang memiliki kemerdekaan.+ Apa saja yang menghalangi Anda untuk mewujudkan keinginan Anda.+ Cara untuk fokus sembari tetap bersenang-senang.+ Rahasia bisa bekerja optimal di lingkungan yang kurang mendukung.+ Rahasia dapat beralih dari kekurangan menuju keberlimpahan, sekalipun posisi Anda sedang terlilit utang.",https://www.bukukita.com/babacms/displaybuku/104465.jpg,https://www.bukukita.com/babacms/displaybuku/104465_f.jpg
921,922,Said bin Amir : Keutamaan di Balik Kesederhanaan,978,Fajar Dinar,Titian Ilmu,2008,Islam,"Kebersahajaan dan kesederhanaan dalam hidup yang dipenuhi oleh ketaatan pada Allah SWT, menjadi ciri dari sahabat Nabi yang satu ini, yaitu Said bin Amir. Walaupun di hadapannya terhampar berbagai godaan duniawiyah, tapi Said tetap teguh membentengi dirinya dengan keimanan kepada Allah. Para sahabat lain pun menaruh hormat pada keimanan dan kepribadian Said bin Amir. Budi pekerti dan akhlak yang menonjol menjadi kelebihan sahabat Nabi yang satu ini.Dikisahkan pula bahwa Said bin Amir lahir tatkala sedang berkecamuk Perang Hunain dan Perang Tabuk, serta pada saat munculnya nabi-nabi palsu, Said tercatat pernah menjadi Walikota di Kota Homs. Ia merupakan sahabat yang berbudi luhur, sampai dikisahkan pula tentang kelebihan Said sampai wafatnya Said bin Amir.",https://www.bukukita.com/babacms/displaybuku/59094.jpg,https://www.bukukita.com/babacms/displaybuku/59094_f.jpg
922,923,Zikir Tiada Akhir,978,Khotibul Umam,Suluk,Juli - 2010,Islam,"Zikir mendorong kita ber-taqarrub kepada Allah. Dalam zikir terkandung unsur doa, yaitu pengakuan atas ketidakmampuan kita, karena hanyalah Allah sebaik-baik tempat kembali. Membaca buku ini semakin memperkaya khazanah pengetahuan kita tentang makna zikir yang sesungguhnya.- Prof. Dr. K.H. Said Aqil Suradj, M.A. - Ketua Umum PBNUMelihat permasalahan-permasalahan yang berkelindan mengikat negeri ini dalam rangkaian benang kusut, sering kali kita terjebak persimisme, dari mana kita memulai perbaikan yang nyaris mustahil itu? Buku ini mengajak kita merenung sejenak dan mencari jawaban yang jernih dari hati kita yang paling dalam. Dalam jiwa hamba yang selalu mengingat Tuhannya, selalu ada ksatria yang percaya bahwa kegelapan akan pudar oleh cahaya- Anies Bawedan, PhD - Rektor Universitas Paramitha",https://www.bukukita.com/babacms/displaybuku/31614.jpg,https://www.bukukita.com/babacms/displaybuku/31614_f.jpg
923,924,Yuk Sempurnakan Hijab,9786021243008,Usth.Badriyah & dr. Samihah,Aisar,Desember - 2015,Islam,view Yuk Sempurnakan Hijab,https://www.bukukita.com/babacms/displaybuku/89121.jpg,https://www.bukukita.com/babacms/displaybuku/89121_f.jpg
924,925,Antara Akikah dan Kurban,9789790272422,Hetti Restianti,Titian Ilmu,September - 2014,Islam,"Menurut syariat Islam, akikah adalah hewan yang disembelih untuk dijadikan syukuran atas lahirnya seorang bayi. Hewan yang diperbolehkan disembelih untuk akikah adalah sama seperti hewan yang biasa disembelih untuk kurban. Hewan untuk akikah dipilih dari jenis kibsy (domba putih) yang sehat atau tidak cacat. Sedangkan, amalan berkurban adalah sebagian usaha untuk mendekatkan diri kepada Allah Swt. dan mendekatkan hubungan antara manusia dan Allah. Ibadah penyembelihan kurban juga meningkatkan hubungan antara manusia dan manusia melalui pembagian dagingnya terutarha kepada golongan fakir dan miskin. Ini sebagai petunjuk bahwa takwa yang bersifat personal dan vertikal tidak terpisah satu dengan yang lain. Justru,amal sosial seperti kurban harus . didasarkan kepada'Allah. Melalui ibadah kurban inilah terselip makna yang mendalam bahwa manusia memerlukan pengorbanan dalam menuju kebahagiaan di dunia dan akhirat. Mudah- mudahan buku ini menambah pengetahuan kalian tentang akikah dan berkurban.",https://www.bukukita.com/babacms/displaybuku/78567.jpg,https://www.bukukita.com/babacms/displaybuku/78567_f.jpg
925,926,Pendalaman Materi Kilat SMA/MA Kelas 11 I,9786027953826,Tim Generasi Indonesia,Dunia Cerdas,Juni - 2014,Sekolah Menengah Atas,"Pendalaman materi adalah langkah yang tepat dan sangat diperlukan bagi semua siswa SMA/MA untuk mempertajam kemampuan penguasaan setiap materi yang ada dalam rangka menghadapi Ujian Tengah Semester maupun Ujian Akhir Semester hingga Ujian Nasional.Buku PENDALAMAN MATERI KILAT disusun oleh para pakar pendidikan yang sangat berkompeten di bidangnya secara lengkap, padat dan jelas dengan pendekatan tematik terintegrasi dan pembelajaran kontekstual berdasarkan kurikulum terbaru, lengkap dengan peta konsep dan soal-soal latihan uji kompetensi serta kunci jawabannya, sehingga dapat dijadikan acuan yang tepat pada saat Ujian Semester maupun Ujian Nasional karena kondisi dan kualitas soal yang ada tidak akan berbeda dari paket-paket soal yang tersaji dalam buku ini.Buku ini sangat perlu dimiliki oleh siswa sebagai sarana belajar yang efektif dan mandiri sehingga mampu menguasai semua pelajaran yang ada. Buku ini juga sangat penting bagi para guru sebagai penunjang kegiatan belajar-mengajar yang efektif berbasis kompetensi.Kehadiran buku ini merupakan solusi terpercaya bagi semua siswa SMA/MA karena dengan buku ini semua materi dapat dikuasai dengan mudah dan sempurna. Dan yang paling penting buku ini akan menghantarkan semua siswa untuk dapat naik kelas dengan nilai yang istimewa.",https://www.bukukita.com/babacms/displaybuku/75722.jpg,https://www.bukukita.com/babacms/displaybuku/75722_f.jpg
926,927,Aib Jiwa Dan Obatnya,9786237163305,Syaikh Abu Abdurrahman as-Sullami,Alifia Books,Juli - 2020,Islam,"Tiada manusia yang sempurna. Kita pasti pernah berbuatsalah, khilaf, atau hal-hal buruk, baik terhadap Allahmaupun terhadap sesama, disengaja maupun tidak. Semuaitu adalah aib, kotoran, atau penyakit hati yang harus segeradiobati. Bila terlambat ditangani, jiwa akan menjadi rusak,bahkan mati. Jiwa yang seperti ini akan jauh dari Allah dan jauhdari sesama. Pendek kata, hidupnya, tidak berkah dan bahagia.Dengan bahasa yang ringkas tetapi padat dan jelas, Syaikhas-Sullami, ulama besar, ahli hadis dan terapis jiwa abad ke-5 H.dalam buku ini secara detail menyebutkan aib-aib yang kerap kalimengotori jiwa manusia, sekaligus obatnya yang manjur, paten,dan efektif. Beberapa aib itu. misalnya iri, dengki, riya, cintapopularitas, gila jabatan, berburu kesenangan yang diharamkan,kesombongan, ujub atau berbangga diri, tiadanya rasa takutterhadap Allah, dan lainnya.Selain menyebutkan aib-aib jiwa dan obatnya, penulis jugamenyampaikan nasihat-nasihat atau tips-tips kunci agar kitaterhindar dari aib-aib tersebut sesuai dengan tuntunan al-Qurandan hadis-hadis Rasulullah.""Sosok Abu Abdurrahman as-Sullami begitu melekat di hati orang-orang. Ia adalah ahli hadis yang mumpuni, senang berkumpuldengan para syaikh. menafsirkan hadis, dan menulis kitab.""-Al-Hafizh al-Khathib al-Baghdadi (w. 463 H), penulis kitab TariJeh Baghdad""Melalui kitab ini, Syaikh Abu Abdurrahman as-Sullami memotivasi kita untuk beramal dan mengambil langkah konkret. Iamengungkapkan aib-aib manusia dan merumuskan langkah-langkah pengobatannya. Sebelum membacanya, mantapkan hatiAnda dengan jujur untuk mengenali aib dan mengakui kekurangan diri sendiri. Setelah itu, jangan ragu obati hati Andadengan penuh keimanan.""-Majdi Fathi as-Sayyid. penulis buku Islam dan penahkik kitabklasik",https://www.bukukita.com/babacms/displaybuku/116339.jpg,https://www.bukukita.com/babacms/displaybuku/116339_f.jpg
927,928,WOMEN PRENEUR: Ketika Perempuan Menjadi Pengusaha,9786027329560,Wawan Dhewanto Dkk,Angkasa,Juli - 2020,Pengembangan Diri,"""Ketika Perempuan Menjadi Pengusaha""""Buku ini memberikan pengetahuan dan membukakan wawasan yangsangat komprehensif dan detil tentang mengapa pengusaha wanita itu ada dan bagaimana keberadaannya dapat berdampak luar biasa tidak hanya untuk perbaikan ekonomi keluarganya tetapi juga negaranya. Selain itu buku ini juga memberikan strategi dan contoh praktis bagaimana menjadi womanpreneurs yang sukses. Oleh karena itu investasi harga dan waktu untuk membaca buku ini akan menghasilkan keuntungan yang sangat besar di masa depan bagi para pembacanya. Buku ini akan menginspirasi para wanitawanita Indonesia untuk dapat menjadi womanpreneurs yang berdampak dan sukses."" Yunieta Anny Nainggolan, PhD - Ketua ProgramDoktor Sains Manajemen (DSM), SBM-ITB""Membaca buku ini seperti bernostalgia dengan pengalamanpengalaman sewaktu merintis bisnis dulu. Buku ini cukup memberikan gambaran mengenai seperti apa pengalaman merintis bisnis dari sudut pandang perempuan. Buku ini dapat menjadi gambaran mengenai seperti apa jalan yang dilalui untuk menjadi pengusaha perempuan bes'erta gambaran besar angkah-langkah yang harus diambil. Bermacam-macam motivasi untuk menjadi pengusaha perempuan, bisa karena keadaan yang mengharuskan, karena hobi atau hanya sekedar ikut-ikutan. Kalau ingin bertahan lama maka jangan ikut-ikutan, tekuni karena hobi sehingga enjoy, ataupun jika menjadi keharusan maka nikmati, karena ketika kita bisa maka kita lamalama akan menyukainya."" Nina Herlina - Owner dan Komisaris PT. Tama Cokelat Indonesia 'Chocodot'",https://www.bukukita.com/babacms/displaybuku/116342.jpg,https://www.bukukita.com/babacms/displaybuku/116342_f.jpg
928,929,Manfaat Tumbuhan Bunga Penghias Perkarangan,978,Ir. Sampaguita Syafrezani,Titian Ilmu,2009,Perkebunan-Pertanian-Perikanan,"Guna memenuhi kebutuhan dan kehausan masyarakat petani, pengusaha dan wirausahawan agrobisnis dan agroindustri, aparat Dinas Pertanian, serta mahasiswa dansiswa-siswa pertanian terhadap referensi pertanian yang lengkap dan praktis, dengan senang hati kami hadirkan buku-buku Seri Pertanian lainnya yang langsung bisa dipraktikkan.Sukses Bertanam Tomat Secara OrganikSukses Bertanam Tanaman Buah Secara OrganikSukses Bertanam Terung Secara OrganikSukses Bertanam Jambu MeteSukses Mengupayakan Tanaman Cepat BerbuahSukses Bertanam Padi Secara OrganikSukses Bertanam Sayuran Secara OrganikPraktis Bertanam Kacang TanahPraktis Bercocok Tanam Kedelai Secara IntensifManfaat Bertanam Aneka Jenis Tanaman Buah di Halaman RumahManfaat Jenis-Jenis Tumbuhan Bunga Penghias PerkaranganPraktis Bertanam Mangga Dalam PotPraktis Bertaman Selada dan Andewi Secara OrganikPraktis Bertanam Buah Dalam PotPraktis Budidaya Bawang Putih Secara OrganikPraktis Bertanam Bawang Merah Secara Organik",https://www.bukukita.com/babacms/displaybuku/58925.jpg,https://www.bukukita.com/babacms/displaybuku/58925_f.jpg
929,930,Anak Berhati Baja,9789790272255,Adhy Asmara,Titian Ilmu,2010,Anak-Anak,"Hikmah Menakjubbkan di Balik Sebuah CeritaMembaca melupakan salah satu cara untuk mengasah kemampuan dalam menyerap informasi dan pengetahuan. Apalagi membaca buku bergenre cerita dapat menghadirkan dunia imajinasi, petualangan, dan hiburan yang begitu mengagumkan bagi setiap pembacanya. Berbagai cerita yang penuh akan nilai-nilai keteladanan ini diambill dari berbagai macam pengalaman hidup yang dapat dipetik hikmahnya dalam kehidupan sehari-hari. Selain itu, buku-buku seri cerita ini tentunya dikemas dengan alur cerita yang mengesankan, bahas ayang mudah dimengerti, dan kalimat yang lugas. Hal ini menjadikan buku seri cerita ini sebagai bahan bacaan yang menyenangkan serta koleksi buku yang perlu Anda miliki.",https://www.bukukita.com/babacms/displaybuku/58974.jpg,https://www.bukukita.com/babacms/displaybuku/58974_f.jpg
